lable,text
5,"اقامت من در این هتل بسیار خوب بود. پرسنل مودب و میهمان نواز، اتاق ها تمیز و بزرگ، صبحانه متنوع بود. پیشنهاد می شود اتاق های طبقات فوقانی را در خواست کنید به دلیل ویوی زیبای شهر."
5,بسيار تميز - كارمندان بسيار خوش برخورد- صبحانه عالي من تقريباً بيشتر هتل هاي ٥ ستاره ي ايران رو رفتم- و بدون شك جزو بهترين ها بوده-قطعاً انتخاب دفعه ي ديگرم هم همين هتل هست
4,کارمندان پذیرش خوش اخلاق نبودند استخر خوب صبحانه ضعیف
4,هتل خوبی است
5,کارکنان مودب و مسئولیت پذیر بودند
3,"سفر بنده برای ۵ شب بوده و سه اتاق گرفته بودم هتل باید سه ستاره باشه نه ۵ ستاره. نظافت معمولی . امکانات معمولی. کیفیت صبحانه معمولی. کیفیت رستوران هتل بد. در کل پیشنهاد نمیشه به عنوان هتل ۵ ستاره ،"
4,هتل خوب و دسترسی به شهر عالی
5,"از نظر من بهترين گزينه اقامتي در تبريز هست. پرسنل فوق العاده خوش برخورد و مسئول، نظافت و امكانات اتاق ها مناسب، و از نظر دسترسي بسيار راحت بود."
5,در كل تشكر ويژه اي دارم نسبت به تمامي پرسنل هتل
5,"من یک شب در هتل شهریار اقامت داشتم، نوع برخورد پرسنل در هنگام پذیرش همچنین تعامل پرسنل این هتل در بخش های کافی شاپ، آتلیه و تاکسی سرویس ستودنی بود، از همین جا از همشون تشکر میکنم و امیدوارم همیشه موفق باشند."
4,امکانات خوب اما قیمت و امکانات درحد هتل پنج ستاره نیست
4,پرسنل خیلی خوب و پاسخگو هستند. تنوع صبحانه با توجه به۵ستاره بودن کم هست. دسترسی به مناطق بالای شهر خیلی راحت هست. اما قیمت غذا با توجه به کیفیت و قیمت سرویس کافی شاپ بالا بود.
5,"كاركنان خوش برخورد و پيگيري مسائل مطرح شده در اسرع وقت، موقعيت مناسب هتل و دسترسي راحت به مركز شهر"
5,ما ٤ تا اتاق داشتيم ١٥ نفر بوديم انقدر مهرباني ديديم از كاركنان كه ممنونشونيم بسيار هتل تميز و عالي بود و مهمتر مردم مهربان و لاكچري تبريز بود بر خلاف شايعاتي كه ميگن و نوع رفتارشون با فارسها بازم ممنونم
2,در حد هتل پنج ستاره نبود پنجره ها درز داشت با چسب و دستمال کاغذی درزگیر کردیم شب دوم به مسوول اطلاع دادیم. نظافت روزانه انجام نمی شد.برای گرفتن یک دستمال توالت چند ساعت معطل شدیم چند بار حضوری هم گفتیم. برخورد پرسنل خوب بود.
2,"متاسفانه پرسنل بخش های مختلف هتل شامل خانه داری، پذیرش و خشکشویی نسبت به درخواست های بسیار ساده میهمانان بی توجه و سهل انگاری می نمایند. من علیرغم تماس ها و پیگیری های مختلف با خشکشویی مجبور شدم در نهایت از خشکشویی بیرون هتل استفاده کنم. همین طور کتری برقی هتل کثیف بود و ته دیگ بسته بود. متاسفانه پس از بارها تماس با خانه داری و روم سرویس و پذیرش هتل موفق شدم در روز آخر اقامتم از کتری برقی تمیز بهره مند شوم."
5,من با خانواده که از کانادا اومده بودن این هتل که انتخاب دومم بود گرفتیم اولش زیاد خوشحال نبودم اما وقتی سوئیت بازسازی شده دو خوابه و آرامش هتل دیدم خیلی خوشحال شدم که اینجا رو انتخاب کردم. همه چی خوب بود و قابل رضایت. کارکنان خیلی خوب بودن. فقط ساعت توی اتاق نبود. من سفر بعدی تبریز هم همین هتل انتخاب می کنم
4,هتل خوبی است
5,"اتاق مناسب، نظافت بسیار خوب، کارکنان مودب و پیگیر و جوابگو، رسیدگی به درخواست مهمان عالی، استخر رایگان، صبحانه مناسب و فضای دلنشین"
4,"تمیزی،نظافت،راحتی،دسترسی ،برخورد پرسنل خیلی خوب بود. اما نکته منفی این هتل صبحانه ضعیفشه که درحد یک هتل ۴ستاره هست و تنوع چندانی نداره صبحانه گرم هم طبخ خوبی نداشت به طور مثال املت ابکی و بدمزه بود و سوسیس تخم مرغ کاملا خام بود،خوراک عدسی و لوبیا هم اصلا جا نیفتاده بود"
4,من چند بار در این هتل اقامت داشتم. هتل خوب و راحتی است. موقعیت مکانی خوبی داره. اتاق ها بزرگ و خوب و تمیز هستن. ویوی مناسبی دارند. رفتار پرسنل مناسب هست. کیفیت صبحانه خوب هست ولی تنوعش کمه و از ساعت ۹ به بعد هم خیلی خوب شارژ نمی شه. چای ساز در اتاق موجود هست ولی آب معدنی جداگانه داده نمیشه و می گن چای ساز را از شیر دستشویی پر کنید!!!! که اصلا جالب نیست.
5,خیلی تمیزومرتب وفضای ورزشی واستخرخیلی خوب وعالی
3,"چند نکته در مورد هتل هست که نظر شخصی من و همسرم بر اساس تجربه سه شب اقامت در این هتل است: آسانسورها تمیز نبودند، نظافت اتاق ها اصلا مناسب نبود، من برچسب ضد عفونی بر روی سرویس های بهداشتی ندیدم که برای یک هتل 5 ستاره ضروری است. نیروی خدماتی بجای اینکه خودش داخل اتاق رو نگاه کنه و کمبود ها رو جبران که از من می پرسید که چیزی نیاز دارید یا نه؟! بصورت کلی نظافت اتاق مناسب نبود! وای فای در اتاق ما اصلا کانکت نمی شد مگر اینکه دم در ورودی می نشستیم! صبحانه قهوه بصورت نسکافه با قوطی کنار فنجان ها قرار داده شده بود!! نه بصورت دمی، ظروف بخصوص چنگال ها و بشقاب ها هنوز باقی مانده غذا بر روی آنها بود!"
5,همه چیز مرتب و در خور احترام
3,متوسط و معمولی
4,این هتل از نظر مکانی در منطقه ی خوبی قرار گرفته و به رستوران های خوب و مرکز تفریحی ایل گلی نزدیکه. پارکینگ روباز و مسقف داره که کارکنانش بسیار مودبانه زحمت پارک و آماده سازی ماشین شما رو به عهده میگیرند. اتاق ما ویوی زیبای شهر و اغلب وسایل رفاهی رو دارا بود. اما نهایتا تنوع صبحانه و امکانات رفاهی مثل استخر این هتل در حد یک هتل ۵ ستاره نیست که تا حدی با برخورد عالی کارکنان جبران میشه. چک این و چک اوت هتل کاملا عالی و به موقع بود. در ضمن از حجم و سرعت اینترنت در اتاق ها هم رضایت داشتیم.
4,"لابی هتل بزرگ و شیک بود، از رستوران فقط برای صبحانه استفاده کردم که هم از نظر نظافت و هم تنوع صبحانه خوب بود، اتاق از نظر نظافت و اندازه و کیفیت تخت خواب و مبلمان خوب بود ولی دوش حمام کیفیت لازم را نداشت و سرویس فرنگی تمام مدت صدای آب ناشی از طبقات دیگر را به اتاق ما منتقل میکرد، ضمنا فن سیستم تهویه نیز تنظیم نبود و صدا میداد. نقاط ضعف هتل یکی استقبال خیلی ضعیف در زمان اولین ورود به هتل بود که زمان بسیار زیادی جهت اختصاص اتاق به ما تلف شد و بعد از پیگیری انجام شده اتاق مشخص شد، ضمن اینکه جهت حمل بار از ماشین به اتاق هم هیچگونه همکاری صورت نگرفت و فقط قول همکاری داده شد، این کار باعث شد که من ۳ بار فاصله ماشین تا اتاق را رفتم و برگشتم تا وسایلم جابجا شد و خدمات هتل فقط نظاره گر بودند و یک بار تعارف کردند که برای کمک بیایند ولی باز هم نیامدند. نقطه ضعف دیگر room service بود که روز اول انجام نشد و پس از پیگیری ما از مدیریت هتل برای روز دوم انجام شد."
4,"برخورد کارکنان بسیار دوستانه، مودبانه و صمیمی بود. تنوع صبحانه پایین بود. اتاقها هر روز نظافت نمی شد. تقریبا یک روز در میان. قهوه در اتاق موجود نبود ."
4,نظافت اتاق ها بسیار عالی بود. ویوی اتاق ما رو به خیابان و خیلی خوب بود. برخورد کارکنان بسیار مودبانه و مهربان بود. استخر هتل خوب و تمیز بود. تنوع صبحانه کم بود و اگر متنوع تر باشه بهتره. غذای رستوران هم خوب بود. مکان و دسترسی هتل هم مناسب بود. ما چهار شب اقامت داشتیم و در کل راضی بودیم از این هتل.
4,"چند مورد هست که خواستم بگم در کنار فضای مناسب وبازسازی شده اتاقها یکی از تشک ها درست نبود ، صدای باد در پنجره ها هست،و لابی هتل که هم تاریک بود ولی برخورد کارکنان بسیار عالی بود،به امید بهبودی"
4,روتختی و ملحفه‌ها تعویض نشد.
4,برخورد کارکنان بسیار خوب و پسندیده بود و هتل بسیار تمیزی بودسرویس دهی کافی شاپ خوب نبود.
4,مودب و مجرب
4,بهترین هتل تبریز ولی در حد هتل 5 ستاره تاپ نبود
4,صبحانه زیاد مناسب نبود .
3,در بدو ورود ما مسواک و سایر وسایل مرسوم در سرویس بهداشتی در جعبه ها موجود نبود و پس از اعلام هم تنها مسواک اضافه شد. صبحانه هم متوسط بود.
4,"آژانس هتل مناسب نبود، ولی اغلب پرسنل مودب هستند."
4,ولی خب نوع طراحی و امکانات بنظرم می تواند بهتر باشد و اینکه صبحانه میتونه با کیفیت تر و تنوع بیشتری داشته باشه کار کنان بسیار مهربان خوش برخورد و دوست داشتنی هستند .
3,با اینکه هوا سرد بود سیستم گرمایش خاموش بود و به من هیتر برقی دادند!! صبحانه هتل هم تعریفی نداشت.
2,برخورد بد کارکنان
4,"هتل خوبي بود منتها برخي نواقص داشت كه از هتل ٥ ستاره انتظار نميرفت، مثلا سر و صداي لولاي در و يا اينكه تخت اضافي بسيار ناراحت بود. اما برخورد پرسنل بسيار خوب و بسيار تميز بود."
3,"روز بخیر، من در آلمان مدیر هتل هستم و برای همین موضوع آنجا درس خوانم، نمیدانم شاید هتل شما برای ایران چهار یا پنج ستاره باشد، ولی گذاشتن نام بین الملل روی آن کاملا اشتباه هست، زیرا اصلا با استاندارد های هتل های خوب مناسبتی ندارد، در طول اقامت چهار روزه خودم از بخشهای مختلف میتوانم دهها ایراد کوچکی از شما بگیرم، که خودتان اصلا درباره اشتباه بودن این موارد نمی دانستید."
4,"هتل در موقعیت مکانی خوب و آرامی قرار دارد . اندازه و نظافت اتاقها عالی بود . کارکنان برخورد بسیار خوبی داشتند .ارایه خدمات روم سرویس سریع بود . نکات منفی این هتل صبحانه ضعیف نسبت به ۵ ستاره بودن آن ،انتقال صدا از اتاق مجاور ،و دریافت مبلغ اضافه جهت استفاده از استخر بود ."
5,هتل تمیز و خوبی بود ولی از پذیرایی در بدو ورود خبری نبود و سرعت اینترنت هم پایین بود. دسترسی به هتل هم یه مقدار مشکل بود چون دور برگردون جلو هتل رو بسته بودن.
4,"هتل در موقعیت مکانی خوب و آرامی قرار دارد . برخورد پرسنل عالی و نظافت اتاقها نیز عالی بود .اندازه اتاقها بسیار خوب بود و با وجود اضافه شدن تخت اضافه باز هم فضای آزاد وجود داشت . نکات منفی این هتل صبحانه ضعیف آن ،انتقال صدا از اتاق مجاور ، نبود رخت آویز مناسب در حمام برای حوله های تمیز ، و دریافت وجه اضافه جهت استفاده از استخر بود ."
3,صبحانه و اتاق بد بوداینترنت هم بسیار ضعیف بود
5,"با توجه به موقعیت هتل باید در جهت رفاه حال مسافرین قیمت تاکسی ها هم قیمت با تاکسی های شهری باشد، قیمت ها گران است"
4,هتل کما بیش ۵ ستاره
4,هتل خیلی خوب و کارکنان بسیار مودب بودند .فقط اینترنت وصل نشد
3,داخل رستوران ی هتل ۵ ستاره کلا یدونه صندلی کودک بود .گوش پاک کن تو گوشم کنده شد سرویس دهی ضعیف
4,ورودی پارکینگ این هتل در انتهای یک کنار گذر واقع شده که ماشین ها با سرعت زیاد از آن عبور میکنند اگر شما از باند وسط بخواهید وارد این ورودی شوید باید چشمهای خود را ببندید و پس از توسل به سرعت داخل پارکینگ شوید. تعویض ورودی با خروجی این پارکینگ ضروری است.
5,مدیران و کارکنان مجرب و با اخلاق و برخورد عالی
5,"در کل هتل خیلی خوبی بود. کارکنان بسیار مودب بودند. اتاق تمیز بود و ویووی خوبی داشت. صبحانه خوب بود ولی متنوع نبود. مثلا قهوه نداشت که خیلی عجیب بود. کیفیت غذای رستوران خوب بود. استخر تمیز و مناسب بود. فقط داخل اتاق بشقاب و چاقو نبود. اتاق ما دو نفره با یک نفر اضافه بود که سرویس اضافه را کمی دیر آوردند. ضمنا به جای تخت، کاناپه تختخوابشو آورده بودند که کیفیت خوبی نداشت و راحت نبود."
3,"هرچند اخلاق و نحوه برخورد پرسنل پذیرش بدون نقص و خوب بود ولی خانه داری آن درحد هتل 5 ستاره که میبایست 24 ساعته باشد ، نبود بلکه فقط در ساعات اداری خدمات خانه داری ارائه میشد. به عنوان مثال ما در ساعت 18 وارد هتل شدیم و اتاق و سرویس بهداشتی نیاز به نظافت داشت و وسایل داخل اتاق کامل نبود ( از جمله مینی بار اصلاً وجود نداشت و حوله حمام و دستشوئی کامل نبود)، وقتی درخواست نظافت کردیم اظهار داشتند فردا صبح پرسنل خانه داری می آیند و خدمات نظافت را ارائه میکنند!! همچنین ظروف کثیف غذا که بعد از ساعت اداری در کریدور طبقات گذاشته میشد تا صبح فردا همانجا در جلوی دید مسافرین قرار داشت. همچنین زمانی که تعمیرکار جهت تعمیر قفل درب دستشوئی باکفش خاکی وارد دستشوئی شد و براده های چوب در آنجا ریخته شد ، مجبور شدیم خودمان نسبت به نظافت آنجا اقدام نمائیم. تنوع صبحانه هم در حد هتل 4 ستاره بود و در مواردی، فاصله زمانی بین اتمام آیتمهای صبحانه تا شارژ آن بسار زیاد بود. انتقال صدا از اتاقهای همجوار و نیز کریدور طبقات باعث سلب آسایش مسافرین میگردید."
4,"هتل خیلی خوبی بود و ایراد خاصی نداشت، اگر چه به نظرم با پتانسیل‌هایی که دارد می‌تواند بهتر از این هم باشد. مثلا داخل آسانسورها خیلی سرد و بی‌روح بود و حتی نه در مقایسه با هتلهای خارجی بلکه مثلا در مقایسه با هتل آنا ارومیه ضعیف بود.... یا برخورد کارکنان خوب بود ولی بهتر از این هم می‌تواند باشد. محل قرار گیری Safe box روی کف زمین بود!! که استفاده از آن را بسیار سخت می‌کرد. یا مثلا بالش خواب فقط در یک سایز و آنهم برای ما بسیار نامناسب بود. لیوان کافه تریا که کاملا بوی دستمالی را می‌داد که با آن خشک شده بود!! سر صبحانه قهوه سرو نمیشد. و...."
4,همه چیز خوب ودر حد هتل ۵ ستاره بود فقط برای سالن ورزش هزینه میگرفتن که زیبنده این هتل نبود
5,هتل خیلی خوبی بود و ایراد خاصی نداشت-در مورد منو های صبحانه علی رغم اینکه عالی و تکمیل بود ولی متاسفانه رعایت یکسری مسائل نشده بود-استخر بسیار خوب و تمیز- دید بسیار عالی به شهر
4,سویت بزرگ و سرویسها بازسازی شده و تمیز بودند. صبحانه خوب بود. عملکرد کارکنان و آرامش هتل خوب بود. موقعیت هتل هم خیلی خوب بود.
4,سرو صبحانه بسیار شلوغ بود و هوای اتاق سرد بود و به دلیل وجود تالار پذیرایی در هتل خیلی احساس آرامش میسر نبود
4,همه چیز برای دوشبی که اقامت داشتیم خوب بود. ما اتاق توئین با نفر اضافه رزرو کرده بودیم اما دائم باید به کارکنان اعلام می کردیم که سرویس برای سه نفر بذارن. اصلا هماهنگی خوبی در این مورد با بخش سرویس و خدمات اتاق ها نشده بود. فقط یک تخت اضافه کرده بودند همین. در مجموع امکانات کلی هتل خوب بود ولی به نظرم در حد 5 ستاره بین المللی نمی تونه باشه. و اما در مورد منو های صبحانه علی رغم اینکه عالی و تکمیل بود ولی متاسفانه رعایت یکسری مسائل نشده بود. به عنوان مثال خربزه و عسل با هم خیلی می تونه خطر ساز باشه. این مورد بهتر است در یک هتل بین المللی مد نظر باشد که اگر هم منو ها رو مختلف و بر اساس سلیقه های مختلف میهمانان می ذارند بهتره نکات بهداشتی مربوط به اختلاط انواع غذاها و میوه ها رو هم به میهمانان گوشزد نمایند. پرسنل به شدت خوش برخورد و عالی بودند. واقعا خسته نباشند.
3,من چها شب در هتل اقامت داشتم برای بردن کالسکه و وینچر و حتی ساک که اول وارد هتل شدم به مشکل خورده و حتی کارمندی اونجا نبود که منو راهنمایی کنه و بعد متوجه شدم که سمت راست ورودی هتل بالابری نصب هست که شما باید با کارمند هتل هماهنگ میکردی و اون دکمه بالا و پایین رو میزد . برای ناهار جوجه با استخوان سفارش دادم و متوجه شدم تقریبا یک چهارم جوجه کم می باشد و وقتی به کارمنداعتراض کردم گفت جوجه ما به اینصورت سرو میشه . فقط یک شب از استخر استفاده کردم و هنگامیکه می خواستم وارد استخر بشم گفتن که باید حدود 20 دقیقه منتظر شوی و علت را جویا شدم گفتن کمد خالی نداریم و بعد متوجه شدم که استخر را به افرادی که از هتل استفاده نمی کنن کرایه میدن ( البته من اعتراض کردم و بعد از ده دقیقه وارد استخر شدم) و فوق العاده شلوغ و آب استخر کودک خیلی سرد بود. برای تحویل اتاق نیز حدود 20 دقیقه معطل شدم . SAFE BOX جای خیلی بدی طراحی شده و فقط یک سایز بالشت در اتاق موجود می باشه . رفتار کارکنان مناسب و تمیزی اتاق خوب
4,"برخورد کارکنان مناسب بود ولی پیگیری برای رفع مشکل و کمبودها ضعیف بود به عنوان مثال از پنجره اتاق ما صدای باد می اومد که روز اول مطرح کردیم که از چهار روز اقامت ما ،در روز سوم رفع اشکال موقتی انجام دادند ،به نظرم تاسیسات اتاق از جمله پنجره ها ،قفل درب سرویس بهداشتی ،کفپوش ها باید سرویس بشه"
3,"كيفيت امكانات پايين بود، صبحانه تنوع نداشت اما پرسنل به شدت خوش برخورد بودند"
3,ما یک شب در این هتل اقامت داشتیم و ساعت 9 شب وارد هتل شدیم. ابتدا اتاقی به ما دادند که سیستم تهویه آن سروصدای زیادی داشت. درخواست تعویض اتاق کردیم. اتاق دیگری دادند. پنجره اتاق دوم بسته نمیشد و همچنین در کنار پنجره سیستم تهویه احتمالا شوفاژخانه یا آشپزخانه هتل بود و سروصدای زیادی داشت. اعتراض کردیم. اتاق سوم را دادند که این مشکلات را نداشت. ولی همین موضع حدود 1 ساعت طول کشید. جابجایی از اتاقها توسط خودم انجام شد و با وسایل و بچه از این اتاق به آن اتاق نقل مکان میکردیم. پذیرش کلید اتاقها را میداد و میگفت اتاق قبلی را خالی و به اتاق بعدی بروید. این برخورد در شان یک هتل 5 ستاره نیست. در این یک ساعت از لابلای حرفهای کارکنان متوجه شدم که پذیرش از اشکالات این اتاقها خبر داشته است و گویا به امید اینکه کسی اعتراض نکند اتاقها را پیشنهاد میکرده است. گویا تنها چیزی که کارکنان پذیرش بلد بودند تسلیم شدن به تمامی درخواستهای میهمان بدون بحث بود ولی در عمل به روش بالا به تمامی درخواستهای ما عمل کردند. تمام مکالمات بین کارکنان نیز به زبان ترکی بود که به نظر من بی احترامی به میهمان است. خصوصا زمانی که میهمان خسته و معطل است مکالمه به یک زبان دیگر میتواند عصبانیت و کلافگی میهمان را تشدید کند. سرویس بهداشتی اتاقها تمیز و تازه بازسازی شده بود ولی طراحی در وروری سرویس جوری بود که ورود و خروج به سرویس خصوصا با بچه سخت میشد. محل قرار دادن حوله ها در سرویس نیز زیر روشویی و به فاصله نیم متری فرنگی بود که از نظر نظافت مناسب نبود. آخرین ایراد نیز بوی سیگار در 2 اتاق اول و همچنین اتاقهای همراهان ما و لابیهای طبقات بود.
3,"با توجه به بهره برداری به دفعات از خدمات هتل در سنوات گذشته (طی هشت سال گذشته) بطور کلی کیفیت هتل و خدمات رو به کاهش است. البته ارتقاء برخورد کارکنان در بخش‌های مختلف را نباید نادیده گرفت. این چنین بر میاید که رشد رفتار و کردار کارکنان که احتمالا ناشی از حضور در کلاسهای آموزش حین خدمت. می‌باشد، پوششی برای افت تدریجی هتل در تمامی حوزه خدمات است."
5,هتل لاکچری بود
3,برخورد کارکنان هم با هتلداری روز و حرفه ای فاصله زیاد دارد
3,هتل خوب بود اما نه در سطح هتل ۵ ستاره امکانات اتاق کم و موارد مصرفی از کیفیت پایینی برخوردار بود مثلا چای کیسه ای از ارزان ترین و بی کیفیت ترین چای انتخاب شده بود و دستمال توالت هم به همین ترتیب و خیلی موارد دیگر همچون شکلات بار و آب معدنی و .... صبحانه هم تنوع پایینی داشت و ضعیف بود . در ضمن اگر مثل من بدون ماشین سفر کردید حتما به مشکل نرخ نجومی تاکسی هتل برخورد میکنید چون تاکسی های هتل اجازه به تاکسی ها دیگر نمیدهند که در نزدیکی هتل حتی حضور پیدا کنند و مثلا برای یک نصف روز حدود ۷ ساعت ۴۵۰ هزارتومن از من گرفت که اصلا منطقی نبود اما پرسنل مودب و خوب بودند اتاقها خوب و تمیز بود لابی بزرگ و شیک بود اما اینترنت اتاق اصلا جواب نمیداد.
4,هتلی مناسب نسبت به سایر هتل های تبریز
4,خوب
4,"به صورت كلي هتل خوب و تميزي بود ، مشكلي كه ما داشتيم در شب اول اتاق رو به بلوار اصلي بود و پنجره ها دو جداره نبود ، شب اول كلا به سختي از سر و صدا خوابيديم ، فرداي اون روز كه به پرسنل اعلام كرديم با رفتار بسيار مناسب اتاق ما رو عوض كردند ، اما متاسفانه اتاق جديد هم پر از مگس هاي ريز سياه بود ، به صورت كلي هتل بسيار خوبي بود و پرسنل همگي رفتار خوب و دوستانه داشتند ، غذاهاي كبابي بسيار عالي اما فست فود تعريفي نداشت ، روز اول هم صبحانه بد بود اما از روزهاي ديگر بسيار خوب شد ، من اين هتل و به دوستان پيشنهاد ميدم ، در صورتي كه مشكلي هم داشتيد پرسنل به خوبي برطرف مي كنند ."
4,good
5,کارکنان در بخش های مختلف هتل بسیار رفتار مناسبی داشتند
4,سرویس wifi بسیار ضعیف
1,"لابی بسیار زیبا، ولی سوییت در طبقه نهم و بسیار قدیمی و کثیف. سقف اتاق بالای دستشویی سوراخ بود. شلنگ سرویس بهداشتی به کاسه توالت نمیرسید.برخورد پرسنل همیشه خندان بود. به هیچ وجه اقامت در این هتل رو توصیه نمیکنم. هیچ آدم پاسخگویی در این هتل پیدا نخواهید کرد. لابی در حد ستاره نبود . پاسخگویی زیر صفر"
3,"متاسفانه علیرغم رزرو اتاق کانکت به جهت راحتی بیشتر خودم همسرم و فرزندم ، هتل یک اتاق در قسمت پشت هتل به ما داد که اصلا ویو نداشت ، اتاق وحشتناک گرم بود ، مجبور بودیم پنجره ها رو باز کنیم که صدای فنهای بیرون به شدت مزاحم بود. صبحانه خوب ، اتاق تمیز و بازسازی شده ، کیفیت ناهار و شام ضعیف"
3,اصلا به 5 ستاره نمیخوره. در حد 3 نهایت 4 ستاره بود
3,"صبحانه هتل ضعیف بود ، هتل بزرگ و زیبایی به نظر میاد مثلا لابی خیلی بزرگی داره ولی داخل اتاق ها که میشیم میبینیم در حد هتل 5 ستاره نیست و به نسبت قیمتش ضعیف بود و اینترنت هم اصلا وصل نمیشد"
4,سرویس رستوران بسیار ضعیف بود
5,بسیارعالی
5,همه چی عالی بود. آب و هوا و منطقه و ویو و غذاها و نظافت و احترام
4,هتل خوبي بود ..ولي ورودي پاركينگ هتل وقتي با ماشين سفر ميكنيد جاي هست كه احتمال ٩٠٪؜ تصادف را داريد
4,قابل قبول
4,"رفتار کارکنان عالی بود. اتاق خوب و تمیز بود ولی امکانات معمولی یکبار مصرف به نسبت سایر هتل های بین المللی خیلی پایین بود، هم چنین برای درست کردن چای و قهوه فقط ۲ عدد تی بگ بود. کیفیت و تنوع غذا متوسط بود و صبحانه خیلی ساده بود."
4,"ممکن است شما هنگام اقامت در این هتل برای هر امکان معمول نظیر حوله ، تعمیر دوش و درب حمام ، نبود کفش پاک کن و یا رخت آویز ... یک بار مجبور باشید که به مسئول مربوطه زنگ بزنید ... کیفیت و تنوع غذا در مقایسه با هتل های هم ستاره پایین تر است . اما برخورد گرم میزبانان و رفتار پرسنل همان است که از آذری های عزیز و مهربان توقع دارید ."
4,همه چی خوب بود. هتل بازسازی شده و شیک و تمیز بود. اتاقی که به عنوان دبل به ما دادن دو تخت یک نفره رو به هم چسپونده بودن که برای حل این مشکل کمک خاصی نکردن و گفتن که اتاق دیگه ای ندارن.
4,"از امكانات هتل، تميزي اتاق، برخورد كاركنان و ... راضي هستم اما كيفيت و تنوع بوفه نهار با توجه به قيمت بالا خيلي معمولي بود و با توجه به بين المللي بودن هتل صبحانه هم ضعيف بود. اما به صورت كلي از هتل شهريار راضي هستيم."
4,هتل خوبی بود فقط اینترنت خیلی ضعیف بود و عملا نمیشد استفاده کرد
5,"آرامش و دسترسی به شهر عالی.رفتار پرسنل خوب.استخر و کافی شاپ خوب.وضعیت پارکینگ متوسط، کیفیت صبحانه خوب.کیفیت غذا خوب"
3,لابی هتل شیک بود ولی به همان نسبت طبقه ۸ از نظر ظاهر شبیه مسافرخانه بود. تهویه اتاق کار نمی کرد. وضعیت اتاق از نظر ظاهر نامناسب بود (دیوارهای ترک خورده) و رنگ پوسته پوسته شده. برخورد کارکنان بسیار محترمانه بودد. منو صبحانه بسیار کامل و عالی بود. کیفیت شام به نسبت قیمت مناسب بود. زمان تحویل اتاق بسیار طولانی بودد.
4,هتل خوب بود و راضی بودم فقط ازنظر اینترنت بسیار ضعیف بود
4,برخورد کارکنان هتل و همکاری آنها بسیار خوب بود. تهویه اتاق کار نمی کرد توالت فرنگی به درستی تخلیه نمی شد نسبت به قیمت هتل امکانات بسیار چشمگیر نبود.
4,ما به مدت دوشب دراین هتل اقامت داشتیم اتاق بزرگ و تمیز بود .با پنجره های بزرگ .فقط قسمت سرویس بهداشتی هتل شیک و مدرن نبود . چون تعطیلات نوروز بود هتل هر شب برنامه جشن داشتن که خیلی شاد و عالی بود .
5,يكي از بهترين و لوكسترين هتلهاي ايران با كاركناني مودب و موجه
4,"با سلام خدمت شما، بطور کلی از هتل شما راضی بودیم، فقط 27 درصد افزایش قیمت علاوه بر قیمت غذاهای منو در هتل زیاد منطقی نبود. سیستم گرمایش هم ضعیف بود. بقیه مسائل خوب بود. ممنونم از پیگیریتون"
5,بسيارخوب وعالي
4,در مجموع هتل خوبى بود ولى متاسفانه سيستم تهويه اتاق كار نميكرد و تا صبح مجبور به باز گزاشتن پنجره شدم كه سر و صداى ماشين نزاشت بخوابيم فكر ميكنم سيستم چيلر براى يك هتل ٥ ستاره ديگه منسوخ شده بعد از بازسازى حتما بايد از اسپيلت استفاده بشه سالن صبحانه هم كوچك بود اگر ساعت ٨/٥ به بعد براى صبحانه ميرسيدى مشكل ميخوردى ولى ديگر موارد هتل خيلى خوب بود
4,"صبحانه خوب بود-برخورد کارکنان خوب بود-در تعطیلات نوروز هرشب 2 ساعت اجرای موسیقی زنده و شعبده بازی عمومی داشتند که جالب بود-اما مدیریت بسیار ضعیف بود در ایام شلوغ، مثلا برای چک اوت گفتند 1 ربع صبر کن اما 1 ساعت معطل شدیم! 40 دقیقه در انتظار چمدان بر ماندیم. روم سرویس هم بسیار ضعیف بود در 4 روز حتی یکبار هم جارو نزدند! ملافه ها هم اصلا تعویض نکردند فقط مرتب میکردند.حمام و دستشویی را هم نشستند. ظاهراً مدیریت خدمتکاران ضعیف بود. استخر مردانه سرد بود-سونا و جکوزی خانمها هم کلا خاموش بود."
5,با سلام هتل از همه لحاظ عالی است بجز منو رستوران
3,"من این هتلو از سایت ایران هتل رزرو کردم و بخاطر تخفیف هایی که ایران هتل داده بود، از لحاظ ارزش هتل به نسبت قیمت خیلی راضی بودم. به طور کلی هم از اقامتم رضایت داشتم ."
4,هتل خوبی بود مشکل خاصی نداشتم
5,خیلی خوب بود
5,"کارکنان عالی، پذیرایی عالی، اتاق عالی، امکانات و دسترسی عالی"
3,سرویس دهی این هتل در حد هتل 5 ستاره نبود و صبحانه هم ضعیف بود.
5,همه چى عالى
3,هتل خیلی معمولی بود و به نظرم در حد هتل 5 ستاره نمی اومد . صبحانه معمولی . من درخواست شونه کردم گفتن نداریم از پکیجمون حذف شده . خبری از موسیقی محلی یا هیچ موسیقی ای در لابی نبود. با اینکه هتل تقریبا خالی بود ما به دلیلی درخواست چک اوت دیرتر داشتیم و گفتن که نمی شه وای فای هم درست کار نمی کرد
5,هتل شهریار از هتل های خوب تبریز است و از اقامتی که داشتم راضی هستم.
3,اتاق خوب برخورد خوب خواب خوب تجهیزات اتاق متوسط صبحانه ضعیف اسانسور ها خیلی بد لابی ضعیف
